,persnr,openness,conscientiousness,extraversion,agreeableness,schooling_years,fluency,symbol,neuroticism,experience,experience_squared,log_wages,occupation
3067,2116001,0.4662002529125057,-0.4593708304861252,0.5774870534206923,0.2733939282917654,12.0,0.7503200105034403,0.9539529357114424,1.159712793235793,22.0,484.0,3.077562291801623,1
3070,2116201,-1.8110142209490099,-0.5578448511604601,0.04948196465529642,1.5790617614163693,11.5,0.898198423596035,1.261263498643117,1.3071821544169,21.5,462.25,2.696354161339019,1
3071,2116202,-0.6724069840182524,-0.3608968098117908,-0.1450925421783377,-0.6320757743427969,11.5,-0.43270729423731663,1.030780576444361,-1.682644578583233,23.5,552.25,2.682249555157477,4
3078,2117401,0.4662002529125057,0.13147329355988333,-0.700377893863279,-0.6014074857606427,11.5,-0.35876808769101937,0.6466423727797675,1.0122434320546883,28.5,812.25,2.4824118459992173,2
3079,2117402,0.08666450726891918,0.4268953555828876,0.30000648440371974,0.08938419679884146,10.5,0.30668477122565646,0.4929870913139301,1.418379536816518,29.5,870.25,3.105983137523527,2
3080,1188402,-0.29287123837466633,-1.1486889752064686,-0.1603769000110202,-0.7999961720836231,11.5,-1.8375522186169655,-2.042325052872387,-0.7579842636323731,15.5,240.25,2.7182307610343277,3
3081,2117504,0.08666450726891918,-1.247162995880803,0.5497899443784372,0.6590131039517498,16.0,-1.3199777727928843,-0.5825998789469317,-0.05750479802211959,9.0,81.0,3.132166425836475,1
3090,2119802,0.08666450726891918,-0.6563188718347945,0.6333444338637684,-0.8628431281699719,12.0,0.010927945040467207,0.5698147320468488,0.4955053064070274,20.0,400.0,3.1057331687683196,3
3091,2120201,-0.29287123837466633,-0.6563188718347945,0.02169222314132822,-1.030763525910798,10.5,-1.3939169793391817,0.26250416911517405,0.34803594522592146,20.5,420.25,2.9924044834613164,4
3093,2120401,1.2252717441996768,-0.16394876846312093,0.5868429330637283,-0.9387586601643365,11.5,-1.1720993597002898,0.4929870913139301,-0.02123281924063277,24.5,600.25,2.8816185021348346,1
3094,2120402,-0.6724069840182524,0.4268953555828876,-0.526043582098985,-0.3852190867635244,11.5,-1.8375522186169655,-2.042325052872387,-1.237855048984757,31.5,992.25,2.5202416620919963,3
3096,2122501,1.2252717441996768,-0.7547928925091294,-0.0004469375981331988,-1.6003924330637072,11.5,0.23274556467935914,1.030780576444361,1.6764509188834535,16.5,272.25,2.8680615168912,1
3098,2124801,1.6048074898432634,0.22994731423421774,-1.2065217193043531,0.5654978592832482,10.0,0.45456318431825105,-0.7362551604127691,-0.1312394786126732,28.0,784.0,2.091002364080912,4
3099,2124802,0.8457359985560913,0.03299927288554893,-0.589589457694259,-0.5707391971784888,10.5,-0.28482888114472205,-0.35211695674817556,-0.42677356248867443,26.5,702.25,2.2790545955838515,4
3100,2124803,-0.29287123837466633,-2.0349551612754815,-0.144814644763198,0.44282470495463183,11.5,0.15880635813306182,0.7234700135126862,1.049110772349963,6.5,42.25,2.507896168012699,4
3105,2126202,0.8457359985560913,-0.4593708304861252,-0.7564205392497815,0.02955799855657444,13.0,-1.8375522186169655,-2.042325052872387,-1.237855048984757,18.0,324.0,2.7310397193269087,2
3107,2127402,-0.6724069840182524,-0.16394876846312093,1.9670667615908157,-0.01719962377767715,12.0,-0.9502817400613978,-0.42894459748109426,0.9759714532732001,28.0,784.0,3.594579885815535,1
3114,1204402,0.08666450726891918,-0.7547928925091294,-0.7008873724577016,-0.7999961720836231,10.5,-1.8375522186169655,-2.042325052872387,0.2017573070723942,20.5,420.25,2.0761137515871613,4
3116,2132003,1.2252717441996768,-0.9517409338577988,-1.1454769204453363,0.6122554816174993,13.0,-0.43270729423731663,0.9539529357114424,1.159712793235793,13.0,169.0,1.9425823589626385,3
3120,2135702,0.08666450726891918,0.3284213349085532,-0.1007679044635584,-0.37064013193346806,10.5,-0.8024033269688032,-2.042325052872387,-1.717725834337141,28.5,812.25,2.766611592410488,2
3125,2137901,1.9843432354868489,-0.06547474778878652,0.5777649508358319,1.0401011428456142,10.5,2.5988001741608726,0.4161594505810114,0.4217706258164738,25.5,650.25,2.876891596339472,2
3128,2141702,-0.6724069840182524,-1.0502149545321338,0.16448517828726808,0.011958285882436163,16.0,1.1200160432349269,0.9539529357114424,0.1999712225310255,10.0,100.0,2.8614153111999734,1
3130,2143101,0.8457359985560913,1.4116355623262349,0.3553543862523732,0.8591121691967716,18.0,-1.8375522186169655,-2.042325052872387,-1.237855048984757,32.0,1024.0,3.025194306284307,3
3134,2146502,0.8457359985560913,-0.06547474778878652,0.29972858698858007,-0.8467537944178744,13.0,-0.9502817400613978,-0.9667380826115252,0.23802928585388228,22.0,484.0,2.9805700258143135,2
3139,2149501,1.2252717441996768,1.3131615416519005,-1.1454306042094795,0.44433508387667275,10.5,-1.8375522186169655,-2.042325052872387,-3.1573381903942925,40.5,1640.25,1.4962952563342191,3
3147,2150802,0.8457359985560913,0.9192654589545617,-1.1451063905584835,0.01346866480447656,15.0,-0.8763425335151005,-0.505772238214013,0.939104112977924,30.0,900.0,1.6024887582959373,3
3148,2150803,1.2252717441996768,-1.5425850579038074,-1.1452453392660533,-0.3852190867635244,11.5,-1.8375522186169655,1.6454017023077105,1.0116480705408974,7.5,56.25,1.0271246133923755,2
3151,2154401,-0.6724069840182524,-0.5578448511604601,0.46632808736481945,0.33473050545607336,10.5,0.898198423596035,-0.42894459748109426,0.016229882568432743,21.5,462.25,3.087714663265641,4
3152,2154402,-2.1905499665925956,-0.3608968098117908,-1.1454769204453363,-0.8935114167521256,12.0,-0.0630112615058301,-1.1203933640773625,-0.3155761800890553,20.0,400.0,2.2302644314144198,3
3155,2155601,-0.6724069840182524,1.3131615416519005,-0.15611580631221159,-0.7999961720836231,10.5,-1.8375522186169655,-2.042325052872387,-3.1573381903942925,41.5,1722.25,2.7864457569012075,3
3156,2155602,0.4662002529125057,0.7223174176058919,-0.5897284064018288,-0.4480660428498728,10.5,0.010927945040467207,-0.9667380826115252,-0.2418414994985017,33.5,1122.25,2.343593116721423,3
3161,2155703,-1.431478475305424,-1.0502149545321338,-0.47843049163838614,-0.8935114167521256,10.5,-0.0630112615058301,-0.6594275196798504,-0.5742429236697804,17.5,306.25,2.294802952551991,3
3162,2156101,-0.29287123837466633,-0.5578448511604601,0.6330665364486286,1.27237887559483,13.0,0.15880635813306182,0.33933180984809275,-0.0949674998311851,20.0,400.0,3.174726040255271,2
3169,2157001,-1.431478475305424,1.1162135003032305,0.7998513017682946,0.07480524196878453,10.5,-0.7284641204225059,-1.1203933640773625,-0.3155761800890553,39.5,1560.25,3.185775876441856,4
3170,2157002,-1.051942729661838,0.6238433969315574,-1.0596529354030313,0.5815871930353457,9.0,-0.506646500783614,-0.35211695674817556,-0.42677356248867443,35.0,1225.0,1.842498900405656,4
3181,2171401,0.08666450726891918,0.13147329355988333,1.4112719313114517,0.704260347363961,16.0,-0.21088967459842473,-0.42894459748109426,0.49610066792081675,22.0,484.0,3.390752123800617,1
3182,2171601,0.8457359985560913,0.525369376257222,-0.27278640443502145,-0.3545507981813707,9.0,-1.7636130120706681,-0.42894459748109426,0.9759714532732001,30.0,900.0,2.5482952401329095,2
3183,2171701,0.08666450726891918,1.017739479628896,0.26911355508735835,-0.3852190867635244,11.5,-1.8375522186169655,0.4161594505810114,0.9016414111688584,33.5,1122.25,3.0226911760661888,2
3185,2173901,0.8457359985560913,0.22994731423421774,0.29954332204515355,0.7188393021940179,10.5,0.8242592170497376,-0.04480639381650076,-0.2793042013075685,27.5,756.25,3.1465551632885744,4
3186,2173902,0.08666450726891918,0.13147329355988333,-0.7010263211652714,-0.46415537660197037,10.5,0.9721376301423322,0.5698147320468488,-0.9441070496501239,25.5,650.25,2.8536782739596895,4
3196,2180001,0.08666450726891918,-0.5578448511604601,0.13280487296134433,0.426735371202535,10.5,1.1200160432349269,0.6466423727797675,1.0122434320546883,21.5,462.25,2.935834131972922,3
3214,2185401,-1.431478475305424,0.03299927288554893,-0.14490727723491115,-0.540070908596335,15.0,-0.21088967459842473,-2.042325052872387,-1.717725834337141,24.0,576.0,2.7310397193269087,2
3215,2185402,-1.051942729661838,0.7223174176058919,-0.20044044402699085,-1.0775211482450493,13.0,-0.506646500783614,-2.042325052872387,-3.1573381903942925,31.0,961.0,2.684519703692016,3
3220,2185802,2.3638789811304344,0.4268953555828876,0.28032208416465904,0.16681010771524676,10.0,-0.506646500783614,0.5698147320468488,0.9753760917594108,27.0,729.0,3.0294593914123276,3
3228,2189402,0.08666450726891918,1.707057624349239,-0.3673641580542266,-0.9709373276685309,18.0,0.7503200105034403,-0.27528931601525686,-0.38990622219339827,35.0,1225.0,2.412585988208374,3
3229,2190402,-1.051942729661838,0.03299927288554893,-0.3583324920621869,0.8108441679404802,12.0,1.0460768366886295,0.7234700135126862,0.08936920164519573,26.0,676.0,2.53921863914174,1
3236,2191902,0.4662002529125057,0.525369376257222,-0.8675795053056542,0.10547353055093879,11.5,-0.6545249138762086,-0.35211695674817556,1.0128387935684762,32.5,1056.25,2.060365394619022,4
3237,2191903,-1.051942729661838,-1.7395330992524771,-0.8861059996482998,-1.2147732574037218,10.5,-1.8375522186169655,-2.042325052872387,-1.717725834337141,10.5,110.25,1.7994815153219654,4
3238,2302202,-0.29287123837466633,-1.247162995880803,-1.3306955476359343,0.01346866480447656,10.0,-0.8763425335151005,-0.8130828011456878,0.791634751796818,13.0,169.0,-0.4777857696877905,2
3239,2192702,0.8457359985560913,-0.6563188718347945,-0.9532182254045329,-0.740169973841356,11.5,0.30668477122565646,0.8771252949785237,0.16310388223574934,17.5,306.25,2.3426998607442076,3
3240,2198101,1.2252717441996768,0.6238433969315574,-0.7007021075142752,-1.2776202134900705,12.0,0.010927945040467207,0.10884888764933663,1.2340428353401358,28.0,784.0,2.1249039157565934,4
3241,2198102,1.6048074898432634,0.03299927288554893,-0.5342415558456056,-1.0775211482450493,11.5,-0.506646500783614,0.7234700135126862,1.5289815577023478,27.5,756.25,2.2302644314144198,3
3246,2199601,1.2252717441996768,1.707057624349239,-0.1447683285273413,-0.06395724611192818,18.0,-0.0630112615058301,0.18567652838225532,0.3111686049306453,33.0,1089.0,2.6132566836705253,2
3262,2500901,-0.6724069840182524,0.4268953555828876,-0.8674868728339411,0.01346866480447656,11.0,-0.8763425335151005,-0.7362551604127691,-0.6111102639650565,29.0,841.0,2.5303690238647576,3
3263,2500901,-0.6724069840182524,0.4268953555828876,-0.8674868728339411,0.35081983920817067,11.0,-0.0630112615058301,0.03202124691641793,-0.2424368610122917,29.0,841.0,2.5303690238647576,3
3264,2500901,-0.6724069840182524,0.4268953555828876,-0.8674868728339411,0.16681010771524676,11.0,-0.506646500783614,0.03202124691641793,-0.2424368610122917,29.0,841.0,2.5303690238647576,3
3268,2501201,-0.29287123837466633,-0.2624227891374553,0.133082770376484,-0.6788333966770478,18.0,0.45456318431825105,-0.505772238214013,0.4592333276255393,16.0,256.0,2.935834131972922,2
3269,2501202,-1.051942729661838,-0.2624227891374553,0.13539858216931486,-0.11071486844617923,18.0,0.8242592170497376,0.4929870913139301,1.418379536816518,16.0,256.0,3.630554149050846,2
3274,2501501,-0.6724069840182524,1.3131615416519005,0.24410278772478697,-1.4922982335651482,11.5,-0.506646500783614,-1.3508762862761186,0.053692584377498895,39.5,1560.25,3.007293095955067,2
3281,2502301,0.08666450726891918,-0.3608968098117908,-0.24050398804296177,-0.23338802277479517,18.0,0.5285023908645484,0.33933180984809275,1.3446448562259656,16.0,256.0,2.4264888933773654,3
3305,2506201,0.8457359985560913,-0.9517409338577988,-0.533963658430466,-1.6295503427238207,12.0,-1.8375522186169655,-2.042325052872387,0.2017573070723942,16.0,256.0,2.3862686798910007,2
3309,2506401,2.3638789811304344,-0.9517409338577988,0.5778112670716886,1.440299273335656,18.0,1.5636512825127107,1.1844358579101983,0.7904440287692392,10.0,100.0,2.7898802193498424,2
3314,2506901,0.08666450726891918,1.3131615416519005,-0.7276118405469678,-1.2776202134900705,10.5,0.010927945040467207,-0.27528931601525686,-0.8697770075457816,40.5,1640.25,2.084081921236338,4
3316,2506902,-0.6724069840182524,-2.1334291819498157,-1.2009637710015595,-0.8628431281699719,10.5,0.010927945040467207,0.10884888764933663,-0.20556952071701487,6.5,42.25,0.6898193904672706,4
3322,2508302,0.08666450726891918,0.3284213349085532,-0.7007021075142752,-0.6627440629249507,10.5,-0.506646500783614,-0.6594275196798504,0.38549864703498693,28.5,812.25,2.412585988208374,3
3323,2508302,0.08666450726891918,0.3284213349085532,-0.7007021075142752,-0.47873433143202676,10.5,-0.0630112615058301,0.18567652838225532,0.7910393902830286,28.5,812.25,2.412585988208374,3
3324,2508302,0.08666450726891918,0.3284213349085532,-0.7007021075142752,-0.6627440629249507,10.5,-0.506646500783614,-0.12163403454941946,0.6435700291019226,28.5,812.25,2.412585988208374,3
3326,2508501,1.6048074898432634,0.9192654589545617,0.41079492057273975,0.07480524196878509,10.5,-0.7284641204225059,-1.0435657233444438,-2.1981919812033137,33.5,1122.25,3.1057331687683196,4
3327,2508501,1.6048074898432634,0.9192654589545617,0.41079492057273975,0.4121564163724781,10.5,0.08486715158676451,-0.04480639381650076,-1.7189165573647198,33.5,1122.25,3.1057331687683196,4
3328,2508501,1.6048074898432634,0.9192654589545617,0.41079492057273975,0.19747839629740047,10.5,-0.43270729423731663,-0.35211695674817556,-1.8663859185458258,33.5,1122.25,3.1057331687683196,4
3331,2508601,-0.29287123837466633,-0.16394876846312093,0.6636352521139937,0.18138906254530315,12.0,0.5285023908645484,0.03202124691641793,1.1971754950448596,25.0,625.0,3.2768996649845783,4
3335,2509001,-0.29287123837466633,-1.345637016555138,-1.3512599563562708,-0.47873433143202676,10.5,-0.0630112615058301,0.18567652838225532,0.3111686049306453,14.5,210.25,-0.8708283577973976,4
3337,2509102,0.08666450726891918,1.707057624349239,-0.47847680787424285,-1.784402164556631,9.0,-0.21088967459842473,0.5698147320468488,1.4552468771117955,44.0,1936.0,2.2302644314144198,3
3340,2510702,3.1229504724176063,0.8207914382802263,-0.36731784181837,-0.7854172172535666,11.0,-0.8024033269688032,0.18567652838225532,1.2709101756354133,33.0,1089.0,2.6083305653344695,3
3349,2511801,0.4662002529125057,1.5101095830005702,-1.2658991336725316,-0.6014074857606427,10.5,-0.35876808769101937,-1.1203933640773625,-1.2753177507938227,40.5,1640.25,2.3255746112187445,4
3350,2511801,0.4662002529125057,1.5101095830005702,-1.2658991336725316,-0.540070908596335,10.5,-0.21088967459842473,-0.04480639381650076,-0.7591749866599519,40.5,1640.25,2.3255746112187445,4
3351,2511801,0.4662002529125057,1.5101095830005702,-1.2658991336725316,-0.3867294656855654,10.5,0.15880635813306182,-1.1972210048102812,-1.3121850910890995,40.5,1640.25,2.3255746112187445,4
3355,2511902,-1.431478475305424,0.22994731423421774,-0.053942190012521984,-0.9855162824985874,16.0,-0.28482888114472205,-0.8899104418786065,0.7547674115015418,23.0,529.0,3.159612402445223,1
3356,2511902,-1.431478475305424,0.22994731423421774,-0.053942190012521984,-0.77083826242351,16.0,0.23274556467935914,0.18567652838225532,1.2709101756354133,23.0,529.0,3.159612402445223,1
3357,2511902,-1.431478475305424,0.22994731423421774,-0.053942190012521984,-0.8628431281699719,16.0,0.010927945040467207,-0.04480639381650076,1.1603081547495835,23.0,529.0,3.159612402445223,1
3368,2512601,0.8457359985560913,0.6238433969315574,-0.3673641580542266,-1.6295503427238207,11.0,-1.8375522186169655,-2.042325052872387,-3.1573381903942925,30.0,900.0,2.044861208083057,4
3370,2512602,-0.6724069840182524,0.3284213349085532,-1.3145774975578328,-1.4309616564008403,11.0,-0.35876808769101937,-2.042325052872387,0.2017573070723942,29.0,841.0,1.0908301482260547,3
3371,2512602,-0.6724069840182524,0.3284213349085532,-1.3145774975578328,-1.0322739048328387,11.0,0.6024415974108457,0.10884888764933663,1.2340428353401358,29.0,841.0,1.0908301482260547,3
3384,2516301,-1.051942729661838,0.3284213349085532,1.3007150763217148,-0.23338802277479517,11.5,0.5285023908645484,0.18567652838225532,0.7910393902830286,31.5,992.25,3.511406588511442,2
3403,2517001,-1.431478475305424,0.6238433969315574,-0.3117383587904336,-0.7240806400892587,10.5,-0.6545249138762086,-1.1203933640773625,-1.2753177507938227,35.5,1260.25,2.5844362451350333,4
3404,2517001,-1.431478475305424,0.6238433969315574,-0.3117383587904336,-0.4173977542677191,10.5,0.08486715158676451,-0.9667380826115252,-1.2015830702032697,35.5,1260.25,2.5844362451350333,4
3405,2517001,-1.431478475305424,0.6238433969315574,-0.3117383587904336,-0.3253928885212574,10.5,0.30668477122565646,-0.6594275196798504,-1.0541137090221637,35.5,1260.25,2.5844362451350333,4
3412,2518902,-0.29287123837466633,-0.16394876846312093,0.46632808736481945,-0.8160855058357206,10.5,-0.8763425335151005,-0.6594275196798504,-0.0943721383173964,22.5,506.25,3.2700362200595956,4
3449,2523002,1.2252717441996768,0.8207914382802263,-0.5619386648878606,0.07480524196878509,10.5,-0.7284641204225059,-1.0435657233444438,0.20116194555860548,31.5,992.25,2.378684436532693,2
3456,2523801,0.4662002529125057,1.6085836036749046,0.35521543754480334,-0.47873433143202676,10.5,-0.0630112615058301,-0.8130828011456878,-0.16810681890794937,41.5,1722.25,3.2075158630782616,4
3457,2523802,0.4662002529125057,0.8207914382802263,-0.5215509072208936,2.009928180488565,14.0,-0.0630112615058301,-0.7362551604127691,-0.1312394786126732,31.0,961.0,2.9604446191577534,3
3458,2523803,1.2252717441996768,-1.8380071199268115,-0.2560199270549274,-0.2172986890226984,11.5,-0.43270729423731663,-0.5825998789469317,0.4223659873302644,6.5,42.25,2.635729539522584,3
3460,3850502,-0.6724069840182524,-1.5425850579038074,-0.5617533999444342,-0.740169973841356,11.5,0.30668477122565646,-0.35211695674817556,0.05309722286370891,9.5,90.25,2.3921074568648337,4
3461,2524001,0.8457359985560913,0.03299927288554893,1.005541705207516,-1.1856153477436087,18.0,0.23274556467935914,-0.27528931601525686,0.08996456315898571,19.0,361.0,3.2764131505467886,1
3464,2524002,-1.051942729661838,-0.4593708304861252,0.8777088942432619,-0.2786352661870058,16.0,-0.5805857073299112,-0.505772238214013,-0.500508243079228,16.0,256.0,3.808830680181433,1
3465,2524002,-1.051942729661838,-0.4593708304861252,0.8777088942432619,-0.09462553469408246,16.0,-0.1369504680521274,0.6466423727797675,0.0525018613499202,16.0,256.0,3.808830680181433,1
3466,2524002,-1.051942729661838,-0.4593708304861252,0.8777088942432619,-0.4933132862620837,16.0,-1.0981601531539924,0.8771252949785237,0.16310388223574934,16.0,256.0,3.808830680181433,1
3467,2524101,-0.6724069840182524,-0.06547474778878652,0.7443644512120713,2.1180223799871234,15.0,-0.8024033269688032,-0.8130828011456878,0.3117639664444346,20.0,400.0,3.2775834256949787,2
3468,2524101,-0.6724069840182524,-0.06547474778878652,0.7443644512120713,2.6700515744658957,15.0,0.5285023908645484,0.03202124691641793,0.7173047096924763,20.0,400.0,3.2775834256949787,2
3469,2524101,-0.6724069840182524,-0.06547474778878652,0.7443644512120713,2.5473784201372798,15.0,0.23274556467935914,0.6466423727797675,1.0122434320546883,20.0,400.0,3.2775834256949787,2
3473,2524201,-0.6724069840182524,-0.06547474778878652,-0.05718432652248478,0.5654978592832482,12.0,0.45456318431825105,-1.3508762862761186,-1.3859197716796525,23.0,529.0,2.800396161077818,2
3474,2524201,-0.6724069840182524,-0.06547474778878652,-0.05718432652248478,0.22814668487955472,12.0,-0.35876808769101937,-0.42894459748109426,-0.9435116881363352,23.0,529.0,2.800396161077818,2
3476,2524202,-0.6724069840182524,-0.16394876846312093,0.23808167706342737,1.5338145180041582,16.0,-0.21088967459842473,-0.35211695674817556,-1.8663859185458258,17.0,289.0,3.0417139932669346,2
3477,2524202,-0.6724069840182524,-0.16394876846312093,0.23808167706342737,1.7178242494970821,16.0,0.23274556467935914,-0.6594275196798504,-2.013855279726932,17.0,289.0,3.0417139932669346,2
3481,2524501,-0.29287123837466633,-0.6563188718347945,0.4664207198365326,1.225621253260579,18.0,1.0460768366886295,1.261263498643117,-0.6123009869926352,11.0,121.0,3.2700362200595956,1
3482,2524501,-0.29287123837466633,-0.6563188718347945,0.4664207198365326,1.0722798103498083,18.0,0.676380803957143,0.6466423727797675,-0.9072397093548471,11.0,121.0,3.2700362200595956,1
3483,2524501,-0.29287123837466633,-0.6563188718347945,0.4664207198365326,0.3362408843781137,18.0,-1.0981601531539924,0.8771252949785237,-0.7966376884690186,11.0,121.0,3.2700362200595956,1
3484,2524502,0.8457359985560913,-1.1486889752064686,0.18861593716856398,0.8254231227705365,18.0,2.0812257283367916,0.7234700135126862,0.08936920164519573,7.0,49.0,2.749058224829587,1
3485,2524502,0.8457359985560913,-1.1486889752064686,0.18861593716856398,-0.12529382327623617,18.0,-0.21088967459842473,-0.04480639381650076,-0.2793042013075685,7.0,49.0,2.749058224829587,1
3487,2524601,-0.6724069840182524,-0.6563188718347945,0.24410278772478697,0.9496066560211929,18.0,0.3806239777719537,-0.6594275196798504,-1.0541137090221637,10.0,100.0,2.784149544640857,2
3488,2524601,-0.6724069840182524,-0.6563188718347945,0.24410278772478697,0.5815871930353457,18.0,-0.506646500783614,0.4929870913139301,-0.5011036045930167,10.0,100.0,2.784149544640857,2
3489,2524601,-0.6724069840182524,-0.6563188718347945,0.24410278772478697,0.3362408843781137,18.0,-1.0981601531539924,0.03202124691641793,-0.7223076463646757,10.0,100.0,2.784149544640857,2
3490,2524602,0.8457359985560913,-0.8532669131834644,0.24438068513992667,0.6881710136118637,18.0,0.7503200105034403,1.1076082171772796,1.2334474738263466,12.0,144.0,2.447677308019644,2
3498,2525201,0.8457359985560913,1.5101095830005702,0.4105633393934565,-1.907075318885247,11.5,-0.506646500783614,-0.9667380826115252,0.7179000712062656,37.5,1406.25,3.1057331687683196,4
3499,2525202,1.9843432354868489,0.8207914382802263,-0.589589457694259,0.44282470495463183,16.0,0.15880635813306182,-0.5825998789469317,0.4223659873302644,26.0,676.0,3.1953453274580066,3
3508,2525601,-1.431478475305424,0.7223174176058919,0.02169222314132822,-0.3867294656855648,10.5,0.15880635813306182,-0.8130828011456878,-0.16810681890794937,33.5,1122.25,2.8588730908367936,3
3509,2525601,-1.431478475305424,0.7223174176058919,0.02169222314132822,-0.3560611771034111,10.5,0.23274556467935914,-0.04480639381650076,0.2005665840448155,33.5,1122.25,2.8588730908367936,3
3510,2525601,-1.431478475305424,0.7223174176058919,0.02169222314132822,-0.2640563113569489,10.5,0.45456318431825105,-0.04480639381650076,0.2005665840448155,33.5,1122.25,2.8588730908367936,3
3515,2526101,-0.29287123837466633,-0.4593708304861252,-0.08932779420697474,0.6122554816174988,10.5,-0.43270729423731663,-0.8899104418786065,-1.1647157299079935,22.5,506.25,2.8267847762852933,4
3516,2526101,-0.29287123837466633,-0.4593708304861252,-0.08932779420697474,0.02955799855657444,10.5,-1.8375522186169655,-0.505772238214013,-0.9803790284316107,22.5,506.25,2.8267847762852933,4
3517,2527101,0.8457359985560913,1.1162135003032305,-1.2509853057267022,0.22814668487955472,18.0,-0.35876808769101937,-1.1203933640773625,0.16429460526332867,27.0,729.0,0.5154660033224929,1
3518,2527301,-1.8110142209490099,0.8207914382802263,-0.20048676026284756,0.4121564163724781,18.0,0.08486715158676451,-0.9667380826115252,-1.2015830702032697,27.0,729.0,2.1249039157565934,4
3530,2527901,0.08666450726891918,-0.5578448511604601,0.6332054851561985,-1.0161845710807416,13.0,-0.35876808769101937,-0.8130828011456878,0.3117639664444346,17.0,289.0,2.6639004164892803,1
3535,2528301,-1.051942729661838,0.03299927288554893,-0.711864320355719,0.011958285882436163,14.5,1.1200160432349269,0.33933180984809275,0.3849032855211989,23.5,552.25,2.7059337981958325,3
3536,2528301,-1.051942729661838,0.03299927288554893,-0.711864320355719,0.07329486304674414,14.5,1.2678944563275214,0.4929870913139301,0.4586379661117512,23.5,552.25,2.7059337981958325,3
3537,2528301,-1.051942729661838,0.03299927288554893,-0.711864320355719,-0.570739197178489,14.5,-0.28482888114472205,0.7234700135126862,0.5692399869975797,23.5,552.25,2.7059337981958325,3
3556,2529901,-1.431478475305424,-0.5578448511604601,0.10353301189996457,-0.06395724611192818,15.0,-0.0630112615058301,0.5698147320468488,0.9753760917594108,15.0,225.0,2.867407993286631,2
3572,2533202,-1.051942729661838,0.13147329355988333,-1.1870689002445753,-0.2172986890226984,12.0,-0.43270729423731663,-0.8899104418786065,0.7547674115015418,27.0,729.0,2.20494662343013,3
3586,2539001,-1.8110142209490099,-0.4593708304861252,0.02164590690547152,-0.44806604284987334,13.0,0.010927945040467207,-0.19846167528233816,-0.8329096672505054,24.0,576.0,2.9924044834613164,4
3587,2539002,0.08666450726891918,-0.5578448511604601,-0.9342748849391779,-0.9387586601643365,9.0,-1.1720993597002898,-0.7362551604127691,-0.6111102639650565,23.0,529.0,2.3872681802240843,4
3599,2539801,-2.949621457879767,1.3131615416519005,1.3556924482835153,1.240200208090635,18.0,2.0812257283367916,0.4929870913139301,0.9385087514641346,33.0,1089.0,2.972201776143797,2
3600,2539801,-2.949621457879767,1.3131615416519005,1.3556924482835153,0.8108441679404802,18.0,1.0460768366886295,0.800297654245605,1.0859781126452406,33.0,1089.0,2.972201776143797,2
3601,2539801,-2.949621457879767,1.3131615416519005,1.3556924482835153,0.8108441679404802,18.0,1.0460768366886295,0.800297654245605,1.0859781126452406,33.0,1089.0,2.972201776143797,2
3612,2540401,0.4662002529125057,-0.16394876846312093,-1.1730350807800214,1.687155960914929,17.0,0.15880635813306182,0.5698147320468488,0.9753760917594108,15.0,225.0,1.180442306915742,1
3620,2541401,-1.051942729661838,1.3131615416519005,0.46637440360067617,-0.28014564510904677,15.0,1.4157728694201162,-0.12163403454941946,-0.7960423269552287,36.0,1296.0,3.01872179177869,2
3621,2541401,-1.051942729661838,1.3131615416519005,0.46637440360067617,-0.21880906794473878,15.0,1.5636512825127107,0.8771252949785237,-0.31676690311663463,36.0,1296.0,3.01872179177869,2
3622,2541401,-1.051942729661838,1.3131615416519005,0.46637440360067617,-0.46415537660197037,15.0,0.9721376301423322,0.4929870913139301,-0.5011036045930167,36.0,1296.0,3.01872179177869,2
3623,2541402,-0.29287123837466633,1.017739479628896,-0.47611467984555556,0.3040622168739191,10.5,0.8242592170497376,0.03202124691641793,-1.682049217069443,39.5,1560.25,2.8850864976526966,3
3624,2541402,-0.29287123837466633,1.017739479628896,-0.47611467984555556,0.18138906254530315,10.5,0.5285023908645484,-0.19846167528233816,-1.7926512379552728,39.5,1560.25,2.8850864976526966,3
3625,2541402,-0.29287123837466633,1.017739479628896,-0.47611467984555556,0.3960670826203813,10.5,1.0460768366886295,0.10884888764933663,-1.6451818767741662,39.5,1560.25,2.8850864976526966,3
3629,2541702,-0.29287123837466633,0.6238433969315574,-0.7007947399859884,-0.23338802277479517,9.0,0.5285023908645484,1.030780576444361,-0.24303222252608167,35.0,1225.0,2.7457304347369127,4
3630,2541702,-0.29287123837466633,0.6238433969315574,-0.7007947399859884,-0.20271973419264147,9.0,0.6024415974108457,0.4929870913139301,-0.5011036045930167,35.0,1225.0,2.7457304347369127,4
3631,2541702,-0.29287123837466633,0.6238433969315574,-0.7007947399859884,-0.17205144561048774,9.0,0.676380803957143,1.030780576444361,-0.24303222252608167,35.0,1225.0,2.7457304347369127,4
3632,2541703,0.08666450726891918,-0.9517409338577988,-0.20683208457520355,1.0722798103498083,10.5,0.676380803957143,1.4149187801089544,0.4211752643026857,16.5,272.25,2.74372657650154,1
3633,2542201,-1.431478475305424,-1.444111037229473,-0.48403475617703645,1.6258193837506205,14.5,0.010927945040467207,1.261263498643117,0.3474405837121321,8.5,72.25,2.4316341831790687,2
